key, pos_ratio, pos_ratio^2, count, pos, neg
DL, 0.05556, 0.00309,     2178,      121,     2057
DM, 0.0696 , 0.00484,      546,       38,      508
DN, 0.05044, 0.00254,      912,       46,      866
DP, 0.04938, 0.00244,     1215,       60,     1155
DQ, 0.05012, 0.00251,      838,       42,      796
DR, 0.06318, 0.00399,     1108,       70,     1038
DS, 0.05848, 0.00342,     1385,       81,     1304
DT, 0.05512, 0.00304,     1161,       64,     1097
DV, 0.06542, 0.00428,     1605,      105,     1500
DW, 0.07263, 0.00527,      358,       26,      332
DY, 0.07684, 0.0059 ,      937,       72,      865
D_, 0.03158, 0.001  ,       95,        3,       92
EA, 0.05449, 0.00297,     1982,      108,     1874
EC, 0.07273, 0.00529,      440,       32,      408
ED, 0.06013, 0.00362,     1580,       95,     1485
EE, 0.04344, 0.00189,     2118,       92,     2026
EF, 0.06829, 0.00466,     1069,       73,      996
EG, 0.05041, 0.00254,     1706,       86,     1620
EH, 0.07194, 0.00518,      556,       40,      516
EI, 0.06291, 0.00396,     1510,       95,     1415
EK, 0.03216, 0.00103,     1897,       61,     1836
EL, 0.05275, 0.00278,     2635,      139,     2496
EM, 0.05189, 0.00269,      636,       33,      603
EN, 0.04163, 0.00173,     1225,       51,     1174
EP, 0.04909, 0.00241,     1324,       65,     1259
EQ, 0.04485, 0.00201,     1137,       51,     1086
ER, 0.03488, 0.00122,     1405,       49,     1356
ES, 0.0513 , 0.00263,     1423,       73,     1350
ET, 0.03963, 0.00157,     1287,       51,     1236
EV, 0.04459, 0.00199,     1884,       84,     1800
EW, 0.07368, 0.00543,      380,       28,      352
EY, 0.06409, 0.00411,      905,       58,      847
E_, 0.04724, 0.00223,      127,        6,      121
FA, 0.11436, 0.01308,      822,       94,      728
FC, 0.16116, 0.02597,      242,       39,      203
FD, 0.09699, 0.00941,      897,       87,      810
FE, 0.10805, 0.01167,      870,       94,      776
FF, 0.10156, 0.01031,      512,       52,      460
FG, 0.13457, 0.01811,      914,      123,      791
FH, 0.11264, 0.01269,      364,       41,      323
FI, 0.09375, 0.00879,      704,       66,      638
FK, 0.11779, 0.01387,      815,       96,      719
FL, 0.10979, 0.01205,     1093,      120,      973
FM, 0.14173, 0.02009,      254,       36,      218
FN, 0.10803, 0.01167,      685,       74,      611
FP, 0.08846, 0.00782,      667,       59,      608
FQ, 0.08904, 0.00793,      584,       52,      532
FR, 0.08895, 0.00791,      697,       62,      635
FS, 0.09586, 0.00919,      991,       95,      896
FT, 0.08786, 0.00772,      774,       68,      706
FV, 0.10597, 0.01123,      821,       87,      734
FW, 0.10526, 0.01108,      171,       18,      153
FY, 0.13319, 0.01774,      473,       63,      410
F_, 0.09091, 0.00826,       44,        4,       40
GA, 0.05078, 0.00258,     1418,       72,     1346
GC, 0.07479, 0.00559,      361,       27,      334
GD, 0.04247, 0.0018 ,     1554,       66,     1488
GE, 0.03516, 0.00124,     1536,       54,     1482
GF, 0.08422, 0.00709,      843,       71,      772
GG, 0.06662, 0.00444,     1561,      104,     1457
GH, 0.04247, 0.0018 ,      518,       22,      496
GI, 0.05717, 0.00327,     1032,       59,      973
GK, 0.03355, 0.00113,     1401,       47,     1354
GL, 0.05449, 0.00297,     1817,       99,     1718
GM, 0.07726, 0.00597,      453,       35,      418
GN, 0.04468, 0.002  ,     1119,       50,     1069
GP, 0.03016, 0.00091,     1061,       32,     1029
GQ, 0.04487, 0.00201,      936,       42,      894
GR, 0.05349, 0.00286,     1159,       62,     1097
GS, 0.04739, 0.00225,     1667,       79,     1588
GT, 0.05279, 0.00279,     1307,       69,     1238
GV, 0.05323, 0.00283,     1315,       70,     1245
GW, 0.10333, 0.01068,      300,       31,      269
GY, 0.07011, 0.00492,      813,       57,      756
G_, 0.01183, 0.00014,      169,        2,      167
HA, 0.11654, 0.01358,      532,       62,      470
HC, 0.07853, 0.00617,      191,       15,      176
HD, 0.09535, 0.00909,      430,       41,      389
HE, 0.08807, 0.00776,      545,       48,      497
HF, 0.07601, 0.00578,      421,       32,      389
HG, 0.11424, 0.01305,      569,       65,      504
HH, 0.04678, 0.00219,      342,       16,      326
HI, 0.09021, 0.00814,      521,       47,      474
HK, 0.08434, 0.00711,      498,       42,      456
HL, 0.06448, 0.00416,      884,       57,      827
HM, 0.07048, 0.00497,      227,       16,      211
HN, 0.08056, 0.00649,      360,       29,      331
HP, 0.07944, 0.00631,      428,       34,      394
HQ, 0.08511, 0.00724,      376,       32,      344
HR, 0.05134, 0.00264,      448,       23,      425
HS, 0.10935, 0.01196,      567,       62,      505
HT, 0.10619, 0.01128,      452,       48,      404
HV, 0.09735, 0.00948,      565,       55,      510
HW, 0.15315, 0.02346,      111,       17,       94
HY, 0.0847 , 0.00717,      366,       31,      335
H_, 0      , 0      ,       47,        0,       47
IA, 0.0752 , 0.00566,     1117,       84,     1033
IC, 0.09894, 0.00979,      283,       28,      255
ID, 0.07607, 0.00579,     1170,       89,     1081
IE, 0.06914, 0.00478,     1186,       82,     1104
IF, 0.07109, 0.00505,      633,       45,      588
IG, 0.08341, 0.00696,     1079,       90,      989
IH, 0.05744, 0.0033 ,      383,       22,      361
II, 0.07927, 0.00628,      820,       65,      755
IK, 0.06835, 0.00467,     1112,       76,     1036
IL, 0.08048, 0.00648,     1429,      115,     1314
IM, 0.08078, 0.00653,      359,       29,      330
IN, 0.08017, 0.00643,      948,       76,      872
IP, 0.05987, 0.00358,      902,       54,      848
IQ, 0.06939, 0.00481,      735,       51,      684
IR, 0.07135, 0.00509,      897,       64,      833
IS, 0.0853 , 0.00728,     1102,       94,     1008
IT, 0.07859, 0.00618,      967,       76,      891
IV, 0.0666 , 0.00444,     1021,       68,      953
IW, 0.07882, 0.00621,      203,       16,      187
IY, 0.10476, 0.01098,      525,       55,      470
I_, 0.02128, 0.00045,       47,        1,       46
KA, 0.05529, 0.00306,     1664,       92,     1572
KC, 0.04178, 0.00175,      383,       16,      367
KD, 0.0405 , 0.00164,     1506,       61,     1445
KE, 0.0425 , 0.00181,     1906,       81,     1825
KF, 0.07574, 0.00574,      977,       74,      903
KG, 0.04917, 0.00242,     1566,       77,     1489
KH, 0.05792, 0.00335,      518,       30,      488
KI, 0.06233, 0.00389,     1508,       94,     1414
KK, 0.05089, 0.00259,     1572,       80,     1492
KL, 0.05804, 0.00337,     2481,      144,     2337
KM, 0.05027, 0.00253,      557,       28,      529
KN, 0.05839, 0.00341,     1079,       63,     1016
KP, 0.03287, 0.00108,     1004,       33,      971
KQ, 0.03767, 0.00142,      929,       35,      894
KR, 0.04355, 0.0019 ,     1148,       50,     1098
KS, 0.05502, 0.00303,     1345,       74,     1271
KT, 0.05056, 0.00256,     1246,       63,     1183
KV, 0.0584 , 0.00341,     1661,       97,     1564
KW, 0.06407, 0.0041 ,      359,       23,      336
KY, 0.04895, 0.0024 ,      858,       42,      816
K_, 0.02521, 0.00064,      119,        3,      116
LA, 0.06351, 0.00403,     2047,      130,     1917
LC, 0.09816, 0.00964,      489,       48,      441
LD, 0.0659 , 0.00434,     1821,      120,     1701
LE, 0.05871, 0.00345,     2061,      121,     1940
LF, 0.08234, 0.00678,     1008,       83,      925
LG, 0.07667, 0.00588,     1813,      139,     1674
LH, 0.08116, 0.00659,      653,       53,      600
LI, 0.07197, 0.00518,     1459,      105,     1354
LK, 0.07608, 0.00579,     1919,      146,     1773
LL, 0.07897, 0.00624,     2596,      205,     2391
LM, 0.06344, 0.00402,      599,       38,      561
LN, 0.05385, 0.0029 ,     1300,       70,     1230
LP, 0.04981, 0.00248,     1566,       78,     1488
LQ, 0.05747, 0.0033 ,     1305,       75,     1230
LR, 0.06088, 0.00371,     1544,       94,     1450
LS, 0.06642, 0.00441,     1912,      127,     1785
LT, 0.06971, 0.00486,     1621,      113,     1508
LV, 0.06708, 0.0045 ,     1759,      118,     1641
LW, 0.04594, 0.00211,      283,       13,      270
LY, 0.07055, 0.00498,      893,       63,      830
L_, 0.06863, 0.00471,      102,        7,       95
MA, 0.08007, 0.00641,      537,       43,      494
MC, 0.10435, 0.01089,      115,       12,      103
MD, 0.07895, 0.00623,      456,       36,      420
ME, 0.074  , 0.00548,      527,       39,      488
MF, 0.09843, 0.00969,      254,       25,      229
MG, 0.09651, 0.00931,      487,       47,      440
MH, 0.07653, 0.00586,      196,       15,      181
MI, 0.1061 , 0.01126,      377,       40,      337
MK, 0.06397, 0.00409,      469,       30,      439
ML, 0.09783, 0.00957,      644,       63,      581
MM, 0.17978, 0.03232,      178,       32,      146
MN, 0.09821, 0.00965,      336,       33,      303
MP, 0.10738, 0.01153,      298,       32,      266
MQ, 0.11144, 0.01242,      341,       38,      303
MR, 0.08807, 0.00776,      352,       31,      321
MS, 0.07547, 0.0057 ,      477,       36,      441
MT, 0.10354, 0.01072,      367,       38,      329
MV, 0.09937, 0.00987,      473,       47,      426
MW, 0.06977, 0.00487,       86,        6,       80
MY, 0.10825, 0.01172,      194,       21,      173
M_, 0.05882, 0.00346,      136,        8,      128
NA, 0.0631 , 0.00398,     1046,       66,      980
NC, 0.03754, 0.00141,      293,       11,      282
ND, 0.05044, 0.00254,      912,       46,      866
NE, 0.04542, 0.00206,     1211,       55,     1156
NF, 0.0653 , 0.00426,      781,       51,      730
NG, 0.07425, 0.00551,     1239,       92,     1147
NH, 0.06111, 0.00373,      360,       22,      338
NI, 0.07254, 0.00526,     1158,       84,     1074
NK, 0.04871, 0.00237,     1047,       51,      996
NL, 0.05412, 0.00293,     1626,       88,     1538
NM, 0.05836, 0.00341,      377,       22,      355
NN, 0.05508, 0.00303,      817,       45,      772
NP, 0.06   , 0.0036 ,      900,       54,      846
NQ, 0.05979, 0.00357,      669,       40,      629
NR, 0.06965, 0.00485,      804,       56,      748
NS, 0.06816, 0.00465,     1027,       70,      957
NT, 0.07264, 0.00528,      881,       64,      817
NV, 0.07143, 0.0051 ,     1190,       85,     1105
NW, 0.05469, 0.00299,      256,       14,      242
NY, 0.06949, 0.00483,      662,       46,      616
N_, 0.025  , 0.00063,       80,        2,       78
PA, 0.04136, 0.00171,     1088,       45,     1043
PC, 0.05167, 0.00267,      329,       17,      312
PD, 0.03518, 0.00124,     1194,       42,     1152
PE, 0.03413, 0.00117,     1289,       44,     1245
PF, 0.06108, 0.00373,      704,       43,      661
PG, 0.04363, 0.0019 ,     1123,       49,     1074
PH, 0.02941, 0.00087,      408,       12,      396
PI, 0.05435, 0.00295,     1012,       55,      957
PK, 0.03542, 0.00125,      960,       34,      926
PL, 0.0396 , 0.00157,     1692,       67,     1625
PM, 0.08626, 0.00744,      313,       27,      286
PN, 0.04323, 0.00187,      879,       38,      841
PP, 0.03279, 0.00107,      976,       32,      944
PQ, 0.02761, 0.00076,      652,       18,      634
PR, 0.04707, 0.00222,      871,       41,      830
PS, 0.03823, 0.00146,     1177,       45,     1132
PT, 0.05103, 0.0026 ,     1019,       52,      967
PV, 0.0539 , 0.00291,     1243,       67,     1176
PW, 0.0641 , 0.00411,      234,       15,      219
PY, 0.0566 , 0.0032 ,      583,       33,      550
P_, 0.05556, 0.00309,      108,        6,      102
QA, 0.0749 , 0.00561,     1215,       91,     1124
QC, 0.09524, 0.00907,      336,       32,      304
QD, 0.05875, 0.00345,      851,       50,      801
QE, 0.05516, 0.00304,     1124,       62,     1062
QF, 0.05444, 0.00296,      698,       38,      660
QG, 0.06256, 0.00391,     1039,       65,      974
QH, 0.08333, 0.00694,      384,       32,      352
QI, 0.07427, 0.00552,      956,       71,      885
QK, 0.05275, 0.00278,      910,       48,      862
QL, 0.059  , 0.00348,     1695,      100,     1595
QM, 0.08173, 0.00668,      416,       34,      382
QN, 0.05596, 0.00313,      679,       38,      641
QP, 0.04662, 0.00217,      665,       31,      634
QQ, 0.05288, 0.0028 ,      851,       45,      806
QR, 0.05656, 0.0032 ,      778,       44,      734
QS, 0.06048, 0.00366,      959,       58,      901
QT, 0.06405, 0.0041 ,      765,       49,      716
QV, 0.07368, 0.00543,     1140,       84,     1056
QW, 0.09244, 0.00854,      238,       22,      216
QY, 0.05498, 0.00302,      582,       32,      550
Q_, 0.0274 , 0.00075,       73,        2,       71
RA, 0.07271, 0.00529,     1389,      101,     1288
RC, 0.06345, 0.00403,      394,       25,      369
RD, 0.07328, 0.00537,     1119,       82,     1037
RE, 0.0695 , 0.00483,     1410,       98,     1312
RF, 0.06909, 0.00477,      854,       59,      795
RG, 0.09524, 0.00907,     1365,      130,     1235
RH, 0.06223, 0.00387,      466,       29,      437
RI, 0.09885, 0.00977,     1214,      120,     1094
RK, 0.06824, 0.00466,     1143,       78,     1065
RL, 0.07004, 0.00491,     2056,      144,     1912
RM, 0.09447, 0.00892,      434,       41,      393
RN, 0.08602, 0.0074 ,      837,       72,      765
RP, 0.07253, 0.00526,      910,       66,      844
RQ, 0.05913, 0.0035 ,      778,       46,      732
RR, 0.08854, 0.00784,     1073,       95,      978
RS, 0.08407, 0.00707,     1249,      105,     1144
RT, 0.08753, 0.00766,      994,       87,      907
RV, 0.07657, 0.00586,     1528,      117,     1411
RW, 0.08143, 0.00663,      307,       25,      282
RY, 0.09427, 0.00889,      785,       74,      711
R_, 0.05333, 0.00284,       75,        4,       71
SA, 0.05607, 0.00314,     1516,       85,     1431
SC, 0.05025, 0.00253,      398,       20,      378
SD, 0.05142, 0.00264,     1342,       69,     1273
SE, 0.05075, 0.00258,     1340,       68,     1272
SF, 0.07324, 0.00536,     1065,       78,      987
SG, 0.04773, 0.00228,     1718,       82,     1636
SH, 0.05773, 0.00333,      537,       31,      506
SI, 0.07668, 0.00588,     1265,       97,     1168
SK, 0.03803, 0.00145,     1262,       48,     1214
SL, 0.05438, 0.00296,     2225,      121,     2104
SM, 0.06031, 0.00364,      514,       31,      483
SN, 0.04238, 0.0018 ,      991,       42,      949
SP, 0.03098, 0.00096,     1162,       36,     1126
SQ, 0.0419 , 0.00176,      907,       38,      869
SR, 0.04541, 0.00206,     1145,       52,     1093
SS, 0.07022, 0.00493,     1709,      120,     1589
ST, 0.06422, 0.00412,     1199,       77,     1122
SV, 0.05534, 0.00306,     1554,       86,     1468
SW, 0.07213, 0.0052 ,      305,       22,      283
SY, 0.06691, 0.00448,      837,       56,      781
S_, 0.06145, 0.00378,      179,       11,      168
TA, 0.056  , 0.00314,     1250,       70,     1180
TC, 0.05689, 0.00324,      334,       19,      315
TD, 0.05041, 0.00254,     1111,       56,     1055
TE, 0.04369, 0.00191,     1213,       53,     1160
TF, 0.05339, 0.00285,      899,       48,      851
TG, 0.05504, 0.00303,     1399,       77,     1322
TH, 0.02716, 0.00074,      405,       11,      394
TI, 0.05128, 0.00263,     1248,       64,     1184
TK, 0.05051, 0.00255,     1168,       59,     1109
TL, 0.05223, 0.00273,     1972,      103,     1869
TM, 0.04988, 0.00249,      401,       20,      381
TN, 0.04756, 0.00226,      841,       40,      801
TP, 0.03805, 0.00145,     1025,       39,      986
TQ, 0.05204, 0.00271,      711,       37,      674
TR, 0.07317, 0.00535,      902,       66,      836
TS, 0.06349, 0.00403,     1197,       76,     1121
TT, 0.0713 , 0.00508,     1080,       77,     1003
TV, 0.04184, 0.00175,     1482,       62,     1420
TW, 0.05818, 0.00339,      275,       16,      259
TY, 0.05601, 0.00314,      732,       41,      691
T_, 0.16393, 0.02687,       61,       10,       51
VA, 0.07634, 0.00583,     1441,      110,     1331
VC, 0.06195, 0.00384,      339,       21,      318
VD, 0.0662 , 0.00438,     1299,       86,     1213
VE, 0.05522, 0.00305,     1485,       82,     1403
VF, 0.07582, 0.00575,      765,       58,      707
VG, 0.07317, 0.00535,     1353,       99,     1254
VH, 0.07692, 0.00592,      416,       32,      384
VI, 0.0694 , 0.00482,     1023,       71,      952
VK, 0.07126, 0.00508,     1263,       90,     1173
VL, 0.06076, 0.00369,     1827,      111,     1716
VM, 0.07882, 0.00621,      406,       32,      374
VN, 0.0607 , 0.00368,      972,       59,      913
VP, 0.05413, 0.00293,     1127,       61,     1066
VQ, 0.06009, 0.00361,      882,       53,      829
VR, 0.07303, 0.00533,     1068,       78,      990
VS, 0.06156, 0.00379,     1332,       82,     1250
VT, 0.06419, 0.00412,     1184,       76,     1108
VV, 0.06408, 0.00411,     1420,       91,     1329
VW, 0.1086 , 0.01179,      221,       24,      197
VY, 0.08117, 0.00659,      616,       50,      566
V_, 0.04938, 0.00244,       81,        4,       77
WA, 0.13121, 0.01721,      282,       37,      245
WC, 0.15854, 0.02513,       82,       13,       69
WD, 0.13235, 0.01752,      340,       45,      295
WE, 0.14451, 0.02088,      346,       50,      296
WF, 0.16244, 0.02639,      197,       32,      165
WG, 0.17579, 0.0309 ,      347,       61,      286
WH, 0.16814, 0.02827,      113,       19,       94
WI, 0.07519, 0.00565,      266,       20,      246
WK, 0.15655, 0.02451,      313,       49,      264
WL, 0.12435, 0.01546,      386,       48,      338
WM, 0.13725, 0.01884,      102,       14,       88
WN, 0.14056, 0.01976,      249,       35,      214
WP, 0.11618, 0.0135 ,      241,       28,      213
WQ, 0.14747, 0.02175,      217,       32,      185
WR, 0.11636, 0.01354,      275,       32,      243
WS, 0.15313, 0.02345,      320,       49,      271
WT, 0.14336, 0.02055,      286,       41,      245
WV, 0.15986, 0.02556,      294,       47,      247
WW, 0.20732, 0.04298,       82,       17,       65
WY, 0.18135, 0.03289,      193,       35,      158
W_, 0.15385, 0.02367,       13,        2,       11
YA, 0.10843, 0.01176,      830,       90,      740
YC, 0.17073, 0.02915,      287,       49,      238
YD, 0.125  , 0.01562,      904,      113,      791
YE, 0.10558, 0.01115,      843,       89,      754
YF, 0.13949, 0.01946,      552,       77,      475
YG, 0.15844, 0.0251 ,      972,      154,      818
YH, 0.11504, 0.01324,      339,       39,      300
YI, 0.12126, 0.0147 ,      701,       85,      616
YK, 0.09343, 0.00873,      792,       74,      718
YL, 0.13402, 0.01796,     1164,      156,     1008
YM, 0.13636, 0.0186 ,      220,       30,      190
YN, 0.10957, 0.01201,      648,       71,      577
YP, 0.12935, 0.01673,      603,       78,      525
YQ, 0.06762, 0.00457,      562,       38,      524
YR, 0.12948, 0.01676,      726,       94,      632
YS, 0.10426, 0.01087,      892,       93,      799
YT, 0.1272 , 0.01618,      739,       94,      645
YV, 0.11353, 0.01289,      828,       94,      734
YW, 0.08718, 0.0076 ,      195,       17,      178
YY, 0.14237, 0.02027,      583,       83,      500
Y_, 0.05556, 0.00309,       36,        2,       34
