key, pos_ratio, pos_ratio^2, count, pos, neg
GQ, 0.03959, 0.00157,     1162,       46,     1116
GR, 0.05137, 0.00264,     1460,       75,     1385
GS, 0.0494 , 0.00244,     2085,      103,     1982
GT, 0.05209, 0.00271,     1651,       86,     1565
GV, 0.05525, 0.00305,     1611,       89,     1522
GW, 0.10615, 0.01127,      358,       38,      320
GY, 0.06855, 0.0047 ,      992,       68,      924
G_, 0.01442, 0.00021,      208,        3,      205
HA, 0.12813, 0.01642,      679,       87,      592
HC, 0.08621, 0.00743,      232,       20,      212
HD, 0.09634, 0.00928,      519,       50,      469
HE, 0.09285, 0.00862,      657,       61,      596
HF, 0.07393, 0.00547,      514,       38,      476
HG, 0.10907, 0.0119 ,      706,       77,      629
HH, 0.0458 , 0.0021 ,      393,       18,      375
HI, 0.09204, 0.00847,      641,       59,      582
HK, 0.08528, 0.00727,      598,       51,      547
HL, 0.06745, 0.00455,     1112,       75,     1037
HM, 0.07857, 0.00617,      280,       22,      258
HN, 0.08744, 0.00765,      446,       39,      407
HP, 0.07034, 0.00495,      526,       37,      489
HQ, 0.09375, 0.00879,      448,       42,      406
HR, 0.06111, 0.00373,      540,       33,      507
HS, 0.10282, 0.01057,      710,       73,      637
HT, 0.10949, 0.01199,      548,       60,      488
HV, 0.09504, 0.00903,      705,       67,      638
HW, 0.14615, 0.02136,      130,       19,      111
HY, 0.08333, 0.00694,      456,       38,      418
H_, 0      , 0      ,       54,        0,       54
IA, 0.07665, 0.00588,     1409,      108,     1301
IC, 0.0896 , 0.00803,      346,       31,      315
ID, 0.07153, 0.00512,     1468,      105,     1363
IE, 0.06689, 0.00447,     1480,       99,     1381
IF, 0.0665 , 0.00442,      782,       52,      730
IG, 0.08003, 0.0064 ,     1362,      109,     1253
IH, 0.06554, 0.0043 ,      473,       31,      442
II, 0.07882, 0.00621,     1015,       80,      935
IK, 0.06706, 0.0045 ,     1372,       92,     1280
IL, 0.07744, 0.006  ,     1769,      137,     1632
IM, 0.07901, 0.00624,      443,       35,      408
IN, 0.07613, 0.0058 ,     1169,       89,     1080
IP, 0.06774, 0.00459,     1122,       76,     1046
IQ, 0.06608, 0.00437,      908,       60,      848
IR, 0.06745, 0.00455,     1112,       75,     1037
IS, 0.08388, 0.00704,     1383,      116,     1267
IT, 0.0768 , 0.0059 ,     1211,       93,     1118
IV, 0.05634, 0.00317,     1278,       72,     1206
IW, 0.07143, 0.0051 ,      238,       17,      221
IY, 0.09428, 0.00889,      647,       61,      586
I_, 0.06557, 0.0043 ,       61,        4,       57
KA, 0.05894, 0.00347,     2087,      123,     1964
KC, 0.05328, 0.00284,      488,       26,      462
KD, 0.03722, 0.00139,     1854,       69,     1785
KE, 0.04557, 0.00208,     2370,      108,     2262
KF, 0.07189, 0.00517,     1238,       89,     1149
KG, 0.04791, 0.0023 ,     1962,       94,     1868
KH, 0.06109, 0.00373,      622,       38,      584
KI, 0.06082, 0.0037 ,     1858,      113,     1745
KK, 0.051  , 0.0026 ,     1941,       99,     1842
KL, 0.0588 , 0.00346,     3112,      183,     2929
KM, 0.05462, 0.00298,      714,       39,      675
KN, 0.06176, 0.00381,     1360,       84,     1276
KP, 0.03226, 0.00104,     1271,       41,     1230
KQ, 0.04087, 0.00167,     1150,       47,     1103
KR, 0.04888, 0.00239,     1432,       70,     1362
KS, 0.05736, 0.00329,     1691,       97,     1594
KT, 0.0502 , 0.00252,     1534,       77,     1457
KV, 0.05913, 0.0035 ,     2080,      123,     1957
KW, 0.06338, 0.00402,      426,       27,      399
KY, 0.04611, 0.00213,     1106,       51,     1055
K_, 0.02597, 0.00067,      154,        4,      150
LA, 0.06535, 0.00427,     2586,      169,     2417
LC, 0.10738, 0.01153,      596,       64,      532
LD, 0.06446, 0.00415,     2265,      146,     2119
LE, 0.06015, 0.00362,     2577,      155,     2422
LF, 0.08445, 0.00713,     1267,      107,     1160
LG, 0.0776 , 0.00602,     2281,      177,     2104
LH, 0.07543, 0.00569,      822,       62,      760
LI, 0.07628, 0.00582,     1783,      136,     1647
LK, 0.07395, 0.00547,     2407,      178,     2229
LL, 0.07455, 0.00556,     3179,      237,     2942
LM, 0.06215, 0.00386,      724,       45,      679
LN, 0.05649, 0.00319,     1664,       94,     1570
LP, 0.04951, 0.00245,     1939,       96,     1843
LQ, 0.05633, 0.00317,     1651,       93,     1558
LR, 0.05864, 0.00344,     1927,      113,     1814
LS, 0.06697, 0.00449,     2389,      160,     2229
LT, 0.0669 , 0.00448,     2018,      135,     1883
LV, 0.06749, 0.00456,     2178,      147,     2031
LW, 0.04885, 0.00239,      348,       17,      331
LY, 0.06967, 0.00485,     1177,       82,     1095
L_, 0.05385, 0.0029 ,      130,        7,      123
MA, 0.08157, 0.00665,      662,       54,      608
MC, 0.09524, 0.00907,      147,       14,      133
MD, 0.07624, 0.00581,      564,       43,      521
ME, 0.07276, 0.00529,      646,       47,      599
MF, 0.10127, 0.01025,      316,       32,      284
MG, 0.09444, 0.00892,      593,       56,      537
MH, 0.08   , 0.0064 ,      250,       20,      230
MI, 0.11404, 0.013  ,      456,       52,      404
MK, 0.067  , 0.00449,      597,       40,      557
ML, 0.09756, 0.00952,      779,       76,      703
MM, 0.15837, 0.02508,      221,       35,      186
MN, 0.0978 , 0.00956,      409,       40,      369
MP, 0.09511, 0.00905,      368,       35,      333
MQ, 0.09615, 0.00925,      416,       40,      376
MR, 0.0782 , 0.00612,      422,       33,      389
MS, 0.07679, 0.0059 ,      573,       44,      529
MT, 0.10245, 0.0105 ,      449,       46,      403
MV, 0.10035, 0.01007,      568,       57,      511
MW, 0.06604, 0.00436,      106,        7,       99
MY, 0.10465, 0.01095,      258,       27,      231
M_, 0.05   , 0.0025 ,      160,        8,      152
NA, 0.06804, 0.00463,     1308,       89,     1219
NC, 0.03714, 0.00138,      377,       14,      363
ND, 0.04766, 0.00227,     1154,       55,     1099
NE, 0.04362, 0.0019 ,     1490,       65,     1425
NF, 0.05865, 0.00344,      989,       58,      931
NG, 0.07391, 0.00546,     1556,      115,     1441
NH, 0.06935, 0.00481,      447,       31,      416
NI, 0.07053, 0.00497,     1432,      101,     1331
NK, 0.04693, 0.0022 ,     1321,       62,     1259
NL, 0.06003, 0.0036 ,     2099,      126,     1973
NM, 0.05945, 0.00353,      471,       28,      443
NN, 0.05587, 0.00312,     1056,       59,      997
NP, 0.05909, 0.00349,     1117,       66,     1051
NQ, 0.05635, 0.00318,      834,       47,      787
NR, 0.0679 , 0.00461,     1031,       70,      961
NS, 0.06698, 0.00449,     1269,       85,     1184
NT, 0.06581, 0.00433,     1094,       72,     1022
NV, 0.07138, 0.0051 ,     1471,      105,     1366
NW, 0.05573, 0.00311,      323,       18,      305
NY, 0.07547, 0.0057 ,      848,       64,      784
N_, 0.04124, 0.0017 ,       97,        4,       93
PA, 0.03955, 0.00156,     1340,       53,     1287
PC, 0.04271, 0.00182,      398,       17,      381
PD, 0.03727, 0.00139,     1449,       54,     1395
PE, 0.03544, 0.00126,     1580,       56,     1524
PF, 0.06459, 0.00417,      867,       56,      811
PG, 0.04097, 0.00168,     1367,       56,     1311
PH, 0.02964, 0.00088,      506,       15,      491
PI, 0.05494, 0.00302,     1256,       69,     1187
PK, 0.03615, 0.00131,     1217,       44,     1173
PL, 0.0431 , 0.00186,     2088,       90,     1998
PM, 0.07812, 0.0061 ,      384,       30,      354
PN, 0.03857, 0.00149,     1089,       42,     1047
PP, 0.02961, 0.00088,     1182,       35,     1147
PQ, 0.02657, 0.00071,      828,       22,      806
PR, 0.05104, 0.00261,     1058,       54,     1004
PS, 0.03964, 0.00157,     1438,       57,     1381
PT, 0.04677, 0.00219,     1240,       58,     1182
PV, 0.05311, 0.00282,     1544,       82,     1462
PW, 0.05442, 0.00296,      294,       16,      278
PY, 0.0535 , 0.00286,      729,       39,      690
P_, 0.05147, 0.00265,      136,        7,      129
QA, 0.07143, 0.0051 ,     1498,      107,     1391
QC, 0.09024, 0.00814,      410,       37,      373
QD, 0.05782, 0.00334,     1055,       61,      994
QE, 0.0529 , 0.0028 ,     1380,       73,     1307
QF, 0.05006, 0.00251,      859,       43,      816
QG, 0.06265, 0.00392,     1293,       81,     1212
QH, 0.08515, 0.00725,      458,       39,      419
QI, 0.07149, 0.00511,     1189,       85,     1104
QK, 0.05067, 0.00257,     1125,       57,     1068
QL, 0.05717, 0.00327,     2169,      124,     2045
QM, 0.07905, 0.00625,      506,       40,      466
QN, 0.05418, 0.00294,      849,       46,      803
QP, 0.04812, 0.00232,      852,       41,      811
QQ, 0.04488, 0.00201,     1114,       50,     1064
QR, 0.05517, 0.00304,     1015,       56,      959
QS, 0.0551 , 0.00304,     1216,       67,     1149
QT, 0.06212, 0.00386,      982,       61,      921
QV, 0.07163, 0.00513,     1410,      101,     1309
QW, 0.07823, 0.00612,      294,       23,      271
QY, 0.0542 , 0.00294,      738,       40,      698
Q_, 0.04167, 0.00174,       96,        4,       92
RA, 0.07244, 0.00525,     1698,      123,     1575
RC, 0.07332, 0.00538,      491,       36,      455
RD, 0.07025, 0.00494,     1395,       98,     1297
RE, 0.07057, 0.00498,     1743,      123,     1620
RF, 0.06635, 0.0044 ,     1055,       70,      985
RG, 0.09629, 0.00927,     1724,      166,     1558
RH, 0.07105, 0.00505,      563,       40,      523
RI, 0.09875, 0.00975,     1519,      150,     1369
RK, 0.07213, 0.0052 ,     1428,      103,     1325
RL, 0.07226, 0.00522,     2588,      187,     2401
RM, 0.09515, 0.00905,      536,       51,      485
RN, 0.09564, 0.00915,     1077,      103,      974
RP, 0.07059, 0.00498,     1105,       78,     1027
RQ, 0.06594, 0.00435,     1016,       67,      949
RR, 0.08927, 0.00797,     1333,      119,     1214
RS, 0.08371, 0.00701,     1541,      129,     1412
RT, 0.08762, 0.00768,     1244,      109,     1135
RV, 0.07955, 0.00633,     1873,      149,     1724
RW, 0.07967, 0.00635,      364,       29,      335
RY, 0.09165, 0.0084 ,      982,       90,      892
R_, 0.04396, 0.00193,       91,        4,       87
SA, 0.0545 , 0.00297,     1890,      103,     1787
SC, 0.0458 , 0.0021 ,      524,       24,      500
SD, 0.05066, 0.00257,     1678,       85,     1593
SE, 0.04843, 0.00235,     1652,       80,     1572
SF, 0.07464, 0.00557,     1313,       98,     1215
SG, 0.04949, 0.00245,     2162,      107,     2055
SH, 0.05357, 0.00287,      672,       36,      636
SI, 0.07928, 0.00628,     1602,      127,     1475
SK, 0.03601, 0.0013 ,     1583,       57,     1526
SL, 0.05252, 0.00276,     2799,      147,     2652
SM, 0.06321, 0.004  ,      617,       39,      578
SN, 0.04167, 0.00174,     1224,       51,     1173
SP, 0.03453, 0.00119,     1419,       49,     1370
SQ, 0.04159, 0.00173,     1154,       48,     1106
SR, 0.04054, 0.00164,     1406,       57,     1349
SS, 0.0666 , 0.00444,     2117,      141,     1976
ST, 0.06052, 0.00366,     1487,       90,     1397
SV, 0.05396, 0.00291,     1946,      105,     1841
SW, 0.07487, 0.0056 ,      374,       28,      346
SY, 0.06567, 0.00431,     1066,       70,      996
S_, 0.0543 , 0.00295,      221,       12,      209
TA, 0.05253, 0.00276,     1599,       84,     1515
TC, 0.04902, 0.0024 ,      408,       20,      388
TD, 0.04628, 0.00214,     1383,       64,     1319
TE, 0.04175, 0.00174,     1509,       63,     1446
TF, 0.04906, 0.00241,     1121,       55,     1066
TG, 0.05364, 0.00288,     1771,       95,     1676
TH, 0.02988, 0.00089,      502,       15,      487
TI, 0.05358, 0.00287,     1549,       83,     1466
TK, 0.04937, 0.00244,     1438,       71,     1367
TL, 0.04873, 0.00237,     2483,      121,     2362
TM, 0.052  , 0.0027 ,      500,       26,      474
TN, 0.05177, 0.00268,     1043,       54,      989
TP, 0.03517, 0.00124,     1251,       44,     1207
TQ, 0.04972, 0.00247,      905,       45,      860
TR, 0.06903, 0.00476,     1130,       78,     1052
TS, 0.06376, 0.00407,     1490,       95,     1395
TT, 0.07138, 0.00509,     1373,       98,     1275
TV, 0.04194, 0.00176,     1836,       77,     1759
TW, 0.05357, 0.00287,      336,       18,      318
TY, 0.06011, 0.00361,      915,       55,      860
T_, 0.1375 , 0.01891,       80,       11,       69
VA, 0.07038, 0.00495,     1776,      125,     1651
VC, 0.0601 , 0.00361,      416,       25,      391
VD, 0.06313, 0.00398,     1600,      101,     1499
VE, 0.05674, 0.00322,     1833,      104,     1729
VF, 0.0733 , 0.00537,      955,       70,      885
VG, 0.07491, 0.00561,     1682,      126,     1556
VH, 0.06923, 0.00479,      520,       36,      484
VI, 0.06255, 0.00391,     1279,       80,     1199
VK, 0.06421, 0.00412,     1573,      101,     1472
VL, 0.06075, 0.00369,     2255,      137,     2118
VM, 0.07551, 0.0057 ,      490,       37,      453
VN, 0.05505, 0.00303,     1199,       66,     1133
VP, 0.05816, 0.00338,     1410,       82,     1328
VQ, 0.06204, 0.00385,     1080,       67,     1013
VR, 0.06865, 0.00471,     1311,       90,     1221
VS, 0.06291, 0.00396,     1669,      105,     1564
VT, 0.06425, 0.00413,     1463,       94,     1369
VV, 0.06261, 0.00392,     1725,      108,     1617
VW, 0.1    , 0.01   ,      260,       26,      234
VY, 0.08442, 0.00713,      770,       65,      705
V_, 0.05319, 0.00283,       94,        5,       89
WA, 0.13081, 0.01711,      344,       45,      299
WC, 0.1619 , 0.02621,      105,       17,       88
WD, 0.13486, 0.01819,      393,       53,      340
WE, 0.13176, 0.01736,      425,       56,      369
WF, 0.14468, 0.02093,      235,       34,      201
WG, 0.18932, 0.03584,      412,       78,      334
WH, 0.17424, 0.03036,      132,       23,      109
WI, 0.07372, 0.00543,      312,       23,      289
WK, 0.1511 , 0.02283,      364,       55,      309
WL, 0.12418, 0.01542,      459,       57,      402
WM, 0.13821, 0.0191 ,      123,       17,      106
WN, 0.13016, 0.01694,      315,       41,      274
WP, 0.09764, 0.00953,      297,       29,      268
WQ, 0.14286, 0.02041,      266,       38,      228
WR, 0.12   , 0.0144 ,      325,       39,      286
WS, 0.16794, 0.0282 ,      393,       66,      327
WT, 0.13623, 0.01856,      345,       47,      298
WV, 0.15254, 0.02327,      354,       54,      300
WW, 0.18478, 0.03414,       92,       17,       75
WY, 0.17521, 0.0307 ,      234,       41,      193
W_, 0.15385, 0.02367,       13,        2,       11
YA, 0.10677, 0.0114 ,     1049,      112,      937
YC, 0.17232, 0.02969,      354,       61,      293
YD, 0.12523, 0.01568,     1102,      138,      964
YE, 0.10244, 0.01049,     1064,      109,      955
YF, 0.14183, 0.02012,      698,       99,      599
YG, 0.14996, 0.02249,     1187,      178,     1009
YH, 0.11429, 0.01306,      420,       48,      372
YI, 0.11878, 0.01411,      884,      105,      779
YK, 0.09127, 0.00833,     1019,       93,      926
YL, 0.12384, 0.01534,     1510,      187,     1323
YM, 0.12795, 0.01637,      297,       38,      259
YN, 0.12274, 0.01507,      831,      102,      729
YP, 0.12269, 0.01505,      758,       93,      665
YQ, 0.0767 , 0.00588,      704,       54,      650
YR, 0.11996, 0.01439,      892,      107,      785
YS, 0.10749, 0.01155,     1135,      122,     1013
YT, 0.13001, 0.0169 ,      923,      120,      803
YV, 0.11295, 0.01276,     1027,      116,      911
YW, 0.10504, 0.01103,      238,       25,      213
YY, 0.14538, 0.02114,      736,      107,      629
Y_, 0.04762, 0.00227,       42,        2,       40
